,Text,sentiment_scores,neg_score,neu_score,pos_score,compound_score,target
3395,"great price 24-count , dad love gift since loves hot chocolate drinks three cups day , quick receive .","{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.9423}",0.0,0.446,0.554,0.9423,1
3398,price think cocoa cups good . order . nice house grand children holidays,"{'neg': 0.0, 'neu': 0.383, 'pos': 0.617, 'compound': 0.8834}",0.0,0.383,0.617,0.8834,1
3407,recieved product time excellent shape . tastes good meets expectations . thanks excellent service .,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.9217}",0.0,0.377,0.623,0.9217,1
3412,amazed well little cups taste . kcups taste well . hot chocolate taste great ready one minute .,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.9186}",0.0,0.417,0.583,0.9186,1
3422,"truthfully , n't expecting much , thought would give try something different keurig . say , pleasantly surprised good . favorite dark chocolate , peppermint good well . real milk chocolate fan , mixed coffee mocha good . would definitely purchase .","{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9741}",0.0,0.452,0.548,0.9741,1
3425,"far best k-cup hot cocoa tried . nice rich flavor added convenience k-cup , easy cup anytime like . highly recommend !","{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.9589}",0.0,0.386,0.614,0.9589,1
3427,k-cups son wanted ! price excellent flavor rich . would recommend anyone wanting good cup instant hot cocoa .,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.9184}",0.0,0.48,0.52,0.9184,1
3428,big hot cocoa drinker hot cocoa would definitely recommend great cocoa flavor 's perfect cold fall winter days . warms plus tastes great !,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9612}",0.0,0.451,0.549,0.9612,1
3432,taste like cocoa weak matter cup size use.i good .,"{'neg': 0.201, 'neu': 0.347, 'pos': 0.451, 'compound': 0.3818}",0.201,0.347,0.451,0.3818,1
3458,great ! hot chocolate ! far best kcup hot chocolate found . use little milk half half 's ..... good . definitely order ! thanks super fast shipping !,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9715}",0.0,0.437,0.563,0.9715,1
3470,fun winter treat ! perfect cup cocoa seconds ! like put tablespoon two heavy whipping cream bottom mug brewing ! family favorite .,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.944}",0.0,0.465,0.535,0.944,1
3472,"love ! price good ... flavors really good ! peppermint one favorite would gladly take others . though others n't lacking , 'm peppermint fan ! buying others get low ! thanks much !","{'neg': 0.049, 'neu': 0.443, 'pos': 0.508, 'compound': 0.9621}",0.049,0.443,0.508,0.9621,1
3474,skeptical buying hot cocoa items 've purchased keurig awful . pleasantly pleased ! simply delicious ! definitely reorder !,"{'neg': 0.192, 'neu': 0.326, 'pos': 0.481, 'compound': 0.8392}",0.192,0.326,0.481,0.8392,1
3476,"drink coffee , great compliment teas ciders also available keurig .","{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.8176}",0.0,0.414,0.586,0.8176,1
3477,super good price best k cup cocoa found. < br / > < br / > glad found family big cocoa season hits ! < br / > < br / > love,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.9612}",0.0,0.431,0.569,0.9612,1
3479,"bought several types , brands hot cocoa k cups . definitely one best ! great flavor everyone house liked , even 9 year old likes hot cocoa loved . creamy , actually tasted like melted candy bar , good taste , watered like . course price amazing , n't let fool ! one products actually good even though n't expensive .","{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.9892}",0.0,0.479,0.521,0.9892,1
3483,excellent hot chocolate love love hot chocolate- go - love ... would purchase .,"{'neg': 0.0, 'neu': 0.329, 'pos': 0.671, 'compound': 0.9538}",0.0,0.329,0.671,0.9538,1
3485,love flavor speed cocoa drink one night good stuff .,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.7964}",0.0,0.496,0.504,0.7964,1
3504,"enjoy cup hot chocolate keurig machine used cafe escapes favorite . saw grove square brand great price , thought 'd give try . love - favorite brand . back !","{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.9601}",0.0,0.483,0.517,0.9601,1
3524,daughter says best hot chocolate ever ! love spilled envelope messes !,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.8745}",0.0,0.471,0.529,0.8745,1
3530,"arrived nicely packaged sealed . aromatic , lovely tea love blend others make custom iced tea blends . love oolong orange fruity black teas . recommended !","{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.9551}",0.0,0.464,0.536,0.9551,1
3533,"fun great price . one party favors son 's birthday party . huge hit ! buy baseball team group outings . box like good ol ' days , although remember prizes better back ( maybe expectations lower since 10 ) .","{'neg': 0.042, 'neu': 0.405, 'pos': 0.553, 'compound': 0.9764}",0.042,0.405,0.553,0.9764,1
3543,ordered product themed baby shower . went well tasted like normal cracker jacks . loved could find box fit perfect favor bags .,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.9468}",0.0,0.446,0.554,0.9468,1
3550,"tried nuts fantastic . highly recommend snack healthy , tasty . mulberries combined chocolate amazing .","{'neg': 0.102, 'neu': 0.312, 'pos': 0.586, 'compound': 0.8969}",0.102,0.312,0.586,0.8969,1
3553,great deal . arrived damage . taste best . tried brands really got fed . n't taste right . one eat right bottle enjoy . tastes good . happy purchase price great also .,"{'neg': 0.072, 'neu': 0.428, 'pos': 0.5, 'compound': 0.9638}",0.072,0.428,0.5,0.9638,1
3558,got gift father loved . probably get gift due cost sausages .,"{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.8658}",0.0,0.419,0.581,0.8658,1
3565,"found item quite good : sweet slightly crunchy . , delightful product . arrived excellent condition , dents dings . perhaps packaging improved .","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.9501}",0.0,0.417,0.583,0.9501,1
3576,"delicious unique flavor , great like little tart taste . nice 12 pack since pretty hard find .","{'neg': 0.053, 'neu': 0.34, 'pos': 0.607, 'compound': 0.9396}",0.053,0.34,0.607,0.9396,1
3578,"look futher . always fresh ! nothing worse stale candy , , save anguish purchase today","{'neg': 0.193, 'neu': 0.395, 'pos': 0.412, 'compound': 0.534}",0.193,0.395,0.412,0.534,1
3613,ordered back amazon . mild flavor firm texture great . available 2/3 's cost local super market . always good matter buy . wish amazon kept stock time .,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9442}",0.0,0.484,0.516,0.9442,1
3619,"wonderful ! exactly like originals , miniature form . delicious crispy wonderful amaretto flavor ! rapid shipping seller well !","{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.9483}",0.0,0.376,0.624,0.9483,1
3621,"product makes great gift ! cookies delicious , tin attractive good quality . highly recommended .","{'neg': 0.0, 'neu': 0.241, 'pos': 0.759, 'compound': 0.9577}",0.0,0.241,0.759,0.9577,1
3628,"nice product . mounds bar , helps satisfy urge .","{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.8126}",0.0,0.323,0.677,0.8126,1
3631,"drank coffee 30 years ago lived netherlands . glad get amazon . strong , full bodied easy tummy ! ! !","{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.8951}",0.0,0.483,0.517,0.8951,1
3634,product came advertized .. great buy love taste tea < br / > < br / > great deal happy purchase .,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.9524}",0.0,0.406,0.594,0.9524,1
3646,faar best dried mangoes purchased . fresh full flavor . 2 pach 20oz probably best value . order lot done know . trust heartbreaking reach bag find mango crumbs .,"{'neg': 0.08, 'neu': 0.453, 'pos': 0.467, 'compound': 0.926}",0.08,0.453,0.467,0.926,1
3656,find difficult find black tea united states decent quality . love pg tips . brews nice rich reasonably priced .,"{'neg': 0.09, 'neu': 0.43, 'pos': 0.48, 'compound': 0.8979}",0.09,0.43,0.48,0.8979,1
3680,woeber 's hot & spicy mustard oh good ! 'll buy another case gone . makes great gift well !,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.9115}",0.0,0.488,0.512,0.9115,1
3681,great ! like alot . great price . think delicious . top quality product opinion .,"{'neg': 0.0, 'neu': 0.267, 'pos': 0.733, 'compound': 0.9476}",0.0,0.267,0.733,0.9476,1
3683,started giving daughter 9 months . loved much first word cracker ( signing ) ! dissolve mouth n't worry choking . healthy . highly recommend .,"{'neg': 0.079, 'neu': 0.421, 'pos': 0.5, 'compound': 0.9003}",0.079,0.421,0.5,0.9003,1
3686,"love graham sticks . dissolve well super yummy ( yes , eaten quite : ) . think taste better graham cracker 've tried , 're organic boot . far sugary snacks go , pretty healthy ingredients . like pretty much everything 've tried earth 's best . interested 're sweetened contain organic invert syrup , organic evaporated juice , organic honey . n't anything `` scary '' like maltodextrin sweeteners . vitamins natural , organic products .","{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.9921}",0.0,0.497,0.503,0.9921,1
3690,"bought grandbabies earths best organic . like , well cinnamon ones . tried , thought tasted kind like dirt .","{'neg': 0.092, 'neu': 0.345, 'pos': 0.563, 'compound': 0.9062}",0.092,0.345,0.563,0.9062,1
3691,bought grandbabies love . love organic . best little guys . big guys even snack .,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.9274}",0.0,0.417,0.583,0.9274,1
3693,"15 month old loves eat go ! seem great healthy , quick , easy snack !","{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.9323}",0.0,0.364,0.636,0.9323,1
3695,good snack feel great offering 10 month old . easily pick small pieces definitely enjoys apple cinnamon taste . 5 year old loves well ! would definitely recommend anyone small ( larger ) kids . : ),"{'neg': 0.0, 'neu': 0.416, 'pos': 0.584, 'compound': 0.9769}",0.0,0.416,0.584,0.9769,1
3696,organic grahams find reasonable price . love amazon makes perfect affordable snack toddlers .,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.8625}",0.0,0.484,0.516,0.8625,1
3697,"great crackers . little guy likes lot best , n't contain soy dairy !","{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.9025}",0.0,0.419,0.581,0.9025,1
3711,even kids like . always asking hot cocoa . sweet chocolaty . super high sugar calories great little treat . enjoy !,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.9591}",0.0,0.365,0.635,0.9591,1
3729,"imagine made craisin berry tasted like lemon instead cranberry . tart , love . eat whole lemons tart fine . super sweet either , refreshing .","{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.9371}",0.0,0.493,0.507,0.9371,1
3734,"son gluten free , fun tasty free , great ! ! ! put < br / > icecream cool snack . taste good plain .","{'neg': 0.0, 'neu': 0.31, 'pos': 0.69, 'compound': 0.9642}",0.0,0.31,0.69,0.9642,1
3776,"sauce excellent blend sweet spicy . love eggrolls , rice , anything needs extra kick . give try !","{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.9041}",0.0,0.496,0.504,0.9041,1
3778,"kids love sauce many things ... great rice , chicken , spicy & sweet. < br / > < br / > highly recommend .","{'neg': 0.0, 'neu': 0.438, 'pos': 0.562, 'compound': 0.9336}",0.0,0.438,0.562,0.9336,1
3779,tried sauce first favorite place eat . happy able order home cooking ! great ! spicy hot sweet !,"{'neg': 0.0, 'neu': 0.428, 'pos': 0.572, 'compound': 0.9401}",0.0,0.428,0.572,0.9401,1
3796,"purchased coffee grandfather , old vet lifelong coffee drinker . thoroughly enjoyed able share many stories nice pot gevalia . would definitely recommend brand , especially blend , anyone loves good brew . cheers !","{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.973}",0.0,0.451,0.549,0.973,1
3806,"real licorice . soft , great taste , healthy ! love .","{'neg': 0.0, 'neu': 0.262, 'pos': 0.738, 'compound': 0.906}",0.0,0.262,0.738,0.906,1
3808,"chews tasty chewy . price excellent get . plenty around share family . great treat little kids. < br / > plus good added junk . licorice. < br / > great buy , great taste .","{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.9744}",0.0,0.431,0.569,0.9744,1
3811,"best licorice usa . craving something sweet , . good . love price reasonable . continue order product . always fresh .","{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.9485}",0.0,0.376,0.624,0.9485,1
3814,", , care licorice husband thinks best licorice ever loves stuff . also given two friends licorice lovers say delicious .","{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.9694}",0.0,0.341,0.659,0.9694,1
3816,natural licorice good -- highly recommend . bought read natural licorice good upset stomach .,"{'neg': 0.112, 'neu': 0.302, 'pos': 0.586, 'compound': 0.8748}",0.112,0.302,0.586,0.8748,1
3831,love licorice . get licorice flavor -- sugar flavor . satisfying .,"{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.802}",0.0,0.493,0.507,0.802,1
3839,"best 've ever , good . best 've expensive english company ( ca n't remember name ) . better movie kind . 're quite moist rich best ones 've tried .","{'neg': 0.057, 'neu': 0.403, 'pos': 0.54, 'compound': 0.9697}",0.057,0.403,0.54,0.9697,1
3842,'m much candy eater suckers fantastic . sweet long lasting . whole family addicted great treat,"{'neg': 0.128, 'neu': 0.35, 'pos': 0.521, 'compound': 0.8779}",0.128,0.35,0.521,0.8779,1
3843,"first got wonderful oil packed poor way : old , reused box enough padding . complained company quick respond - apology new packed well mail . impressed responsiveness . merula oil excellent - great treat .","{'neg': 0.128, 'neu': 0.419, 'pos': 0.454, 'compound': 0.93}",0.128,0.419,0.454,0.93,1
3846,"looking nice strong rose tea , one ! 've tried number brands , n't `` rosy '' enough . excellent tea strong rose flavor . bitterness - nice smooth . highly recommend tea !","{'neg': 0.065, 'neu': 0.436, 'pos': 0.499, 'compound': 0.9507}",0.065,0.436,0.499,0.9507,1
3856,"smooth coffee , bit big senseo , interestingly melitta one pod flavors fit fine senseo , fav french kisses vanilla haze .","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.9062}",0.0,0.494,0.506,0.9062,1
3867,enjoying java pods much . easy fast . medium strong wake . get positive comments convenience making coffee .,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.9217}",0.0,0.455,0.545,0.9217,1
3878,bought use recipes tagine . amazing spice excellent price ! buy,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.8313}",0.0,0.473,0.527,0.8313,1
3905,"guy love saucethings , 's perfect gift love wooden crate packaging ! great idea perfect gift : )","{'neg': 0.0, 'neu': 0.212, 'pos': 0.788, 'compound': 0.9798}",0.0,0.212,0.788,0.9798,1
3925,"candy amazing ! great tasting chocolate caramel still sugar free . wish sale locally , happy get chance purchase online .","{'neg': 0.0, 'neu': 0.356, 'pos': 0.644, 'compound': 0.9633}",0.0,0.356,0.644,0.9633,1
3943,husband jut loves coffee ! purchased actually loved . huge starbucks fan also job . would highly recommend product .,"{'neg': 0.0, 'neu': 0.418, 'pos': 0.582, 'compound': 0.9358}",0.0,0.418,0.582,0.9358,1
3948,"cashews hoping , large fresh . met expectations recommend koeze anyone looking purchase especially gift . disappointed .","{'neg': 0.146, 'neu': 0.388, 'pos': 0.466, 'compound': 0.7517}",0.146,0.388,0.466,0.7517,1
3959,"great bargain , worked cheaper purchased wholesale discount store plus elegible free shipment ... bonus","{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.9136}",0.0,0.441,0.559,0.9136,1
3964,"great product great scheduled deliveries . get youngest son , lives group home . sure , least 's clean !","{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.9259}",0.0,0.449,0.551,0.9259,1
3967,"love body wash ! smells nice , works great , feels great skin . add fact subscribe save deal , great value , 'm sold !","{'neg': 0.0, 'neu': 0.32, 'pos': 0.68, 'compound': 0.9787}",0.0,0.32,0.68,0.9787,1
3970,great stocking keeping closet . like buy things bulk good deal smells good .,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.9081}",0.0,0.392,0.608,0.9081,1
3977,"tea supposed , good , packaging good , tea excellent","{'neg': 0.0, 'neu': 0.296, 'pos': 0.704, 'compound': 0.8591}",0.0,0.296,0.704,0.8591,1
3982,cashews best 've ever containers come perfect size .,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.836}",0.0,0.432,0.568,0.836,1
3992,"looking snacks buy bulk school lunches fit bill perfectly . helped 7 year old loves chips ahoy , convenience alone , great purchase since free shipping amazon prime .","{'neg': 0.052, 'neu': 0.442, 'pos': 0.506, 'compound': 0.9552}",0.052,0.442,0.506,0.9552,1
4024,product arrived time delicious . thanks much . price fair . else needs said ?,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.836}",0.0,0.473,0.527,0.836,1
